JOB_ID,JOB_NAME,JOB_ROLE,COMPONENT,SCRIPT_FILE,DESC,IN_COND,OUT_COND
KB_027,WEF_KB_BLD_LOGROT,ELK_HOST,ALWAYS,KB_027.sh,Contrôle Traces : Alignement de la rotation des journaux d'accès web,KB_INTEGRATION_OK,KB_ROTATE_OK
LS_036_FINAL,WEF_LS_BLD_IMMTBLRULES,ELK_HOST,ALWAYS,LS_036_FINAL.sh,Sûreté Logstash : Passage des règles de filtrage en mode immuable,KB_ROTATE_OK,LS_RULES_LOCKED
KB_028_FINAL,WEF_KB_BLD_LOCKCONF,ELK_HOST,ALWAYS,KB_028_FINAL.sh,Sûreté Kibana : Scellage complet de la matrice et de ses structures de rendu,LS_RULES_LOCKED,KB_CONF_LOCKED
KB_029,WEF_KB_RUN_GTEOPEN,ELK_HOST,ALWAYS,KB_029.sh,Vanne Maîtresse : Émission du signal de disponibilité du Hub,KB_CONF_LOCKED,KIBANA_HUB_ONLINE
INFRA_006_AGENT_RESOURCE_CHECK,WEF_INFRA_BLD_MINRESVERIFY,AGENT_HOST,ALWAYS,INFRA_006_AGENT_RESOURCE_CHECK.sh,Contrôle Capacitaire : Vérification des ressources minimales avant toute installation (VM2/agents),NONE,AGENT_RESOURCES_OK
FB_001,WEF_FB_BLD_OSPREP,AGENT_HOST,FILEBEAT,FB_001.sh,Terrassement : Alignement OS Oracle Linux 8.10 pour Filebeat,AGENT_RESOURCES_OK,FB_OS_READY
FB_002,WEF_FB_BLD_DIRINIT,AGENT_HOST,FILEBEAT,FB_002.sh,Structures : Initialisation des répertoires de transit et de registres,FB_OS_READY,FB_DIRS_OK
FB_003,WEF_FB_BLD_REPOSET,AGENT_HOST,FILEBEAT,FB_003.sh,Acheminement : Configuration du dépôt officiel certifié,FB_DIRS_OK,FB_REPO_OK
FB_004,WEF_FB_BLD_BININST,AGENT_HOST,FILEBEAT,FB_004.sh,Pose Parpaings : Installation physique du paquet Filebeat isolé,FB_REPO_OK,FB_BIN_OK
FB_005,WEF_FB_BLD_CRYPCHK,AGENT_HOST,FILEBEAT,FB_005.sh,Validation Inter-Blocs : Contrôle d'accès au coffre neutre de l'usine,FB_BIN_OK|CA_DISTRIBUTED_OK,FB_PKI_READY
FB_006,WEF_FB_BLD_ACLREAD,AGENT_HOST,FILEBEAT,FB_006.sh,Raccordement : Inclusion de 'filebeat' dans le groupe crypto partagé,FB_PKI_READY,FB_CERTS_READY
FB_007,WEF_FB_BLD_INPUTGNRC,AGENT_HOST,FILEBEAT,FB_007.sh,Prise d'Entrée Locale : Configuration des entrées de traçabilité de l'hôte,FB_CERTS_READY,FB_INPUT_OK
FB_008,WEF_FB_BLD_DYNMCPROBE,AGENT_HOST,FILEBEAT,FB_008.sh,Modularité à chaud : Activation du rechargement dynamique des cibles,FB_INPUT_OK,FB_DYNAMIC_OK
FB_011,WEF_FB_BLD_MEMBUF,AGENT_HOST,FILEBEAT,FB_011.sh,Amortisseur Interne : Calibrage de la mémoire tampon d'urgence locale,FB_DYNAMIC_OK,FB_BUFFER_OK
FB_012,WEF_FB_BLD_OUTGLB,AGENT_HOST,FILEBEAT,FB_012.sh,Raccordement de Sortie Étanche : Liaison sur la boucle locale Logstash,FB_BUFFER_OK,FB_OUTPUT_OK
FB_013,WEF_FB_BLD_SVCSTART,AGENT_HOST,FILEBEAT,FB_013.sh,Mise sous tension : Démarrage du capteur de l'hôte unique,FB_OUTPUT_OK,FB_SERVICE_UP
FB_014,WEF_FB_BLD_LOGPOLL,AGENT_HOST,FILEBEAT,FB_014.sh,Contrôle Pression : Analyse du démarrage sans erreur,FB_SERVICE_UP,FB_BOOT_OK
FB_015,WEF_FB_RUN_SIMABS,AGENT_HOST,FILEBEAT,FB_015.sh,Crash Test : Simulation d'extinction du monde extérieur,FB_BOOT_OK,FB_WORLD_ABSENT
FB_016,WEF_FB_RUN_INJECTRAW,AGENT_HOST,FILEBEAT,FB_016.sh,Épreuve de Charge : Agression des entrées en mode isolé,FB_WORLD_ABSENT,FB_DATA_INJECTED
FB_017,WEF_FB_RUN_RGSTRYCHECK,AGENT_HOST,FILEBEAT,FB_017.sh,Contrôle Mémoire : Validation du pointeur de lecture local,FB_DATA_INJECTED,FB_REGISTRY_OK
FB_018,WEF_FB_RUN_FLBKVFY,AGENT_HOST,FILEBEAT,FB_018.sh,Contrôle Dérivation : Vérification du maintien de la structure,FB_REGISTRY_OK,FB_FALLBACK_OK
FB_019,WEF_FB_BLD_NETRST,AGENT_HOST,FILEBEAT,FB_019.sh,Rétablissement : Réouverture des vannes de communication,FB_FALLBACK_OK,FB_NET_RESTORED
FB_020,WEF_FB_BLD_LOGROT,AGENT_HOST,FILEBEAT,FB_020.sh,Contrôle Traces : Alignement de la rotation des diagnostics,FB_NET_RESTORED,FB_ROTATE_OK
FB_021,WEF_FB_BLD_PERMLOCK,AGENT_HOST,FILEBEAT,FB_021.sh,Sécurisation Finale : Droits stricts sur le Keystore et le YML,FB_ROTATE_OK,FB_PERM_LOCKED
FB_022,WEF_FB_BLD_IMMLOCK,AGENT_HOST,FILEBEAT,FB_022.sh,Sûreté : Passage de la configuration de capture en mode immuable,FB_PERM_LOCKED,FB_SENSORS_LOCKED
FB_023,WEF_FB_BLD_GTERDY,AGENT_HOST,FILEBEAT,FB_023.sh,Vanne Maîtresse : Émission du signal d'extraction souveraine,FB_SENSORS_LOCKED,FILEBEAT_SENSOR_ONLINE
MB_001,WEF_MB_BLD_OSPREP,AGENT_HOST,METRICBEAT,MB_001.sh,Terrassement : Alignement OS Oracle Linux 8.10 pour Metricbeat,FILEBEAT_SENSOR_ONLINE,MB_OS_READY
MB_002,WEF_MB_BLD_DIRINIT,AGENT_HOST,METRICBEAT,MB_002.sh,Structures : Initialisation des répertoires de stockage des modules,MB_OS_READY,MB_DIRS_OK
MB_003,WEF_MB_BLD_REPOSET,AGENT_HOST,METRICBEAT,MB_003.sh,Acheminement : Configuration du dépôt officiel signé,MB_DIRS_OK,MB_REPO_OK
MB_004,WEF_MB_BLD_BININST,AGENT_HOST,METRICBEAT,MB_004.sh,Pose Parpaings : Installation physique du paquet Metricbeat isolé,MB_REPO_OK,MB_BIN_OK
MB_005,WEF_MB_BLD_CRYPCHK,AGENT_HOST,METRICBEAT,MB_005.sh,Validation Inter-Blocs : Contrôle d'accès au coffre neutre de l'usine,MB_BIN_OK|CA_DISTRIBUTED_OK,MB_PKI_READY
MB_006,WEF_MB_BLD_ACLREAD,AGENT_HOST,METRICBEAT,MB_006.sh,Raccordement : Inclusion de 'metricbeat' dans le groupe crypto partagé,MB_PKI_READY,MB_CERTS_READY
MB_007,WEF_MB_BLD_MODSYSTEM,AGENT_HOST,METRICBEAT,MB_007.sh,Activation Sondes : Surveillance agnostique CPU - RAM - IO - FS,MB_CERTS_READY,MB_MOD_SYSTEM_OK
MB_008,WEF_MB_BLD_DYNMCMOD,AGENT_HOST,METRICBEAT,MB_008.sh,Modularité à chaud : Activation du rechargement dynamique des sondes,MB_MOD_SYSTEM_OK,MB_DYNAMIC_OK
MB_011,WEF_MB_BLD_MEMBUF,AGENT_HOST,METRICBEAT,MB_011.sh,Amortisseur Interne : Calibrage de la mémoire de rétention immédiate,MB_DYNAMIC_OK,MB_BUFFER_OK
MB_012,WEF_MB_BLD_OUTGLB,AGENT_HOST,METRICBEAT,MB_012.sh,Raccordement de Sortie Étanche : Liaison exclusive sur le Logstash local,MB_BUFFER_OK,MB_OUTPUT_OK
MB_013,WEF_MB_BLD_SVCSTART,AGENT_HOST,METRICBEAT,MB_013.sh,Mise sous tension : Démarrage du capteur souverain,MB_OUTPUT_OK,MB_SERVICE_UP
MB_014,WEF_MB_BLD_LOGPOLL,AGENT_HOST,METRICBEAT,MB_014.sh,Contrôle Pression : Analyse du démarrage sans erreur,MB_SERVICE_UP,MB_BOOT_OK
MB_015,WEF_MB_RUN_SIMABS,AGENT_HOST,METRICBEAT,MB_015.sh,Crash Test : Simulation de disparition de l'infrastructure réseau,MB_BOOT_OK,MB_WORLD_ABSENT
MB_016,WEF_MB_RUN_STRESSTEST,AGENT_HOST,METRICBEAT,MB_016.sh,Épreuve de Charge : Génération de faux pics d'activité système en isolation,MB_WORLD_ABSENT,MB_DATA_INJECTED
MB_017,WEF_MB_RUN_SPOOLVERIFY,AGENT_HOST,METRICBEAT,MB_017.sh,Contrôle Rétention : Vérification de la non-perte des paquets de télémétrie,MB_DATA_INJECTED,MB_SPOOL_OK
MB_018,WEF_MB_BLD_NETRST,AGENT_HOST,METRICBEAT,MB_018.sh,Rétablissement Network : Réouverture des canaux d'exportation,MB_SPOOL_OK,MB_NET_RESTORED
MB_019,WEF_MB_BLD_LOGROT,AGENT_HOST,METRICBEAT,MB_019.sh,Contrôle Traces : Alignement de la rotation des diagnostics internes,MB_NET_RESTORED,MB_ROTATE_OK
MB_020,WEF_MB_BLD_PERMLOCK,AGENT_HOST,METRICBEAT,MB_020.sh,Sécurisation Finale : Droits drastiques sur le Keystore,MB_ROTATE_OK,MB_PERM_LOCKED
MB_021,WEF_MB_BLD_IMMLOCK,AGENT_HOST,METRICBEAT,MB_021.sh,Sûreté : Passage des définitions de sondes en mode immuable,MB_PERM_LOCKED,MB_SENSORS_LOCKED
MB_022,WEF_MB_BLD_GTERDY,AGENT_HOST,METRICBEAT,MB_022.sh,Vanne Maîtresse : Émission du signal d'telemetrie souveraine,MB_SENSORS_LOCKED,METRICBEAT_SENSOR_ONLINE
WAZ_001,WEF_WAZ_BLD_OSLIMIT,ELK_HOST,ALWAYS,WAZ_001.sh,Durcissement : Fixation ulimit -n 65536 et memlock unlimited pour les moteurs Wazuh,KIBANA_HUB_ONLINE,WAZ_LIMITS_OK
WAZ_002,WEF_WAZ_BLD_OSMAXMAP,ELK_HOST,ALWAYS,WAZ_002.sh,Durcissement : Augmentation vm.max_map_count pour cohabitation de dalles,WAZ_LIMITS_OK,WAZ_MAP_COUNT_OK
WAZ_003,WEF_WAZ_BLD_USRNEW,ELK_HOST,ALWAYS,WAZ_003.sh,Confinement : Création des utilisateurs systèmes wazuh et wazuh_indexer,WAZ_MAP_COUNT_OK,WAZ_USER_READY
WAZ_004,WEF_WAZ_BLD_DIRSTRUCT,ELK_HOST,ALWAYS,WAZ_004.sh,Structures : Initialisation des répertoires de données et d'alertes de l'usine,WAZ_USER_READY,WAZ_DIRS_OK
WAZ_005,WEF_WAZ_BLD_INTRFC,ELK_HOST,ALWAYS,WAZ_005.sh,Châssis Réseau : Liaison permanente des fiches d'interconnexion locales,WAZ_DIRS_OK,WAZ_FW_ZONE_OK
WAZ_006,WEF_WAZ_BLD_FWINDXR,ELK_HOST,ALWAYS,WAZ_006.sh,Désoperculage Port : Ouverture permanente du port d'ingestion direct local,WAZ_FW_ZONE_OK,WAZ_FW_OK
WAZ_007,WEF_WAZ_BLD_PKICHECK,ELK_HOST,ALWAYS,WAZ_007.sh,Validation Inter-Blocs : Vérification de la présence des ancres de l'usine,WAZ_FW_OK,WAZ_PKI_READY
WAZ_008,WEF_WAZ_BLD_ACLJOIN,ELK_HOST,ALWAYS,WAZ_008.sh,Raccordement : Inclusion de wazuh au groupe de confiance factory_crypto,WAZ_PKI_READY,WAZ_CERTS_READY
WAZ_009,WEF_WAZ_BLD_REPOSET,ELK_HOST,ALWAYS,WAZ_009.sh,Acheminement : Configuration du dépôt officiel certifié Wazuh,WAZ_CERTS_READY,WAZ_REPO_OK
WAZ_010,WEF_WAZ_BLD_INDXRINSTLL,ELK_HOST,ALWAYS,WAZ_010.sh,Pose Parpaings : Installation du moteur d'indexation Wazuh Indexer,WAZ_REPO_OK,WAZ_INDEXER_BIN_OK
WAZ_011,WEF_WAZ_BLD_MNGRINSTLL,ELK_HOST,ALWAYS,WAZ_011.sh,Pose Parpaings : Installation du moteur d'analyse central Wazuh Manager,WAZ_INDEXER_BIN_OK,WAZ_MANAGER_BIN_OK
WAZ_012,WEF_WAZ_BLD_DASHINSTLL,ELK_HOST,ALWAYS,WAZ_012.sh,Pose Parpaings : Installation du Dashboard natif Wazuh,WAZ_MANAGER_BIN_OK,WAZ_DASH_BIN_OK
WAZ_013,WEF_WAZ_BLD_CONFAMVBL,ELK_HOST,ALWAYS,WAZ_013.sh,Châssis Config : Initialisation de la boucle locale stricte et ports isolés,WAZ_DASH_BIN_OK,WAZ_CONFIG_OK
WAZ_013A_INDXR_CERTS,WEF_WAZ_BLD_INDXRCERTS,ELK_HOST,ALWAYS,WAZ_013A_INDXR_CERTS.sh,Raccordement PKI : Copie locale des certificats du moteur de stockage,WAZ_CONFIG_OK,WAZ_INDXR_CERTS_OK
WAZ_013B_INDXR_JVMOPTNS,WEF_WAZ_BLD_INDXRJVMOPTNS,ELK_HOST,ALWAYS,WAZ_013B_INDXR_JVMOPTNS.sh,Dimensionnement : Fixation explicite du heap JVM du moteur de stockage (WAZ_INDEXER_JVM_HEAP_SIZE),WAZ_INDXR_CERTS_OK,WAZ_INDXR_JVM_OK
WAZ_013C_INDXR_ADMINCERT,WEF_WAZ_BLD_INDXRADMINCERT,ELK_HOST,ALWAYS,WAZ_013C_INDXR_ADMINCERT.sh,Raccordement PKI : Génération du certificat client admin du moteur de stockage,WAZ_INDXR_JVM_OK,WAZ_INDXR_ADMINCERT_OK
WAZ_014,WEF_WAZ_BLD_STARTINDXR,ELK_HOST,ALWAYS,WAZ_014.sh,Mise sous tension : Démarrage du moteur de stockage autonome,WAZ_INDXR_ADMINCERT_OK,WAZ_INDEXER_UP
WAZ_014A_INDXR_ADMINPW,WEF_WAZ_RUN_INDXRADMINPW,ELK_HOST,ALWAYS,WAZ_014A_INDXR_ADMINPW.sh,Authentification : Alignement du mot de passe admin réel du moteur de stockage sur vars.conf,WAZ_INDEXER_UP,WAZ_INDXR_ADMINPW_OK
WAZ_014C_ALERTS_TEMPLATE,WEF_WAZ_BLD_ALERTSTMPL,ELK_HOST,ALWAYS,WAZ_014C_ALERTS_TEMPLATE.sh,Modèle d'index officiel wazuh-alerts-4.x-*/wazuh-archives-4.x-* (mappage correct pour le Dashboard),WAZ_INDXR_ADMINPW_OK,WAZ_ALERTS_TEMPLATE_OK
WAZ_014B_ALERTS_TO_INDEXER,WEF_WAZ_BLD_ALERTSTOIDXR,ELK_HOST,ALWAYS,WAZ_014B_ALERTS_TO_INDEXER.sh,Raccordement : Pipeline Logstash dédié qui achemine les alertes du manager vers l'indexeur,WAZ_ALERTS_TEMPLATE_OK,WAZ_ALERTS_PIPELINE_OK
WAZ_014D_ALERTS_RETENTION,WEF_WAZ_BLD_ALERTSRETAIN,ELK_HOST,ALWAYS,WAZ_014D_ALERTS_RETENTION.sh,Exploitation continue : politique ISM de purge des index d'alertes après rétention,WAZ_ALERTS_TEMPLATE_OK,WAZ_ALERTS_RETENTION_OK
WAZ_014E_INDEXER_CONNECTOR,WEF_WAZ_BLD_IDXCONNECTOR,ELK_HOST,ALWAYS,WAZ_014E_INDEXER_CONNECTOR.sh,Correctif réel : connecteur natif indexeur (inventaire/vulnérabilités) reconfiguré avec le PKI d'usine réel,WAZ_INDXR_ADMINPW_OK,WAZ_IDXCONNECTOR_OK
WAZ_014F_DEBUG_WORKAROUND,WEF_WAZ_BLD_DBGWORKAROUND,ELK_HOST,ALWAYS,WAZ_014F_DEBUG_WORKAROUND.sh,Correctif réel : contournement d'un bug de lecture XML des daemons manager au niveau de debug par défaut,NONE,WAZ_DEBUG_WORKAROUND_OK
WAZ_015,WEF_WAZ_BLD_STARTMNGR,ELK_HOST,ALWAYS,WAZ_015.sh,Mise sous tension : Démarrage du cerveau d'analyse,WAZ_INDXR_ADMINPW_OK|WAZ_DEBUG_WORKAROUND_OK,WAZ_MANAGER_UP
WAZ_016,WEF_WAZ_BLD_STARTDSHBRD,ELK_HOST,ALWAYS,WAZ_016.sh,Mise sous tension : Démarrage de l'interface native isolée,WAZ_MANAGER_UP,WAZ_DASHBOARD_UP
WAZ_017,WEF_WAZ_BLD_HEALTHCHECK,ELK_HOST,ALWAYS,WAZ_017.sh,Contrôle Rigueur : Vérification de la vivacité globale de l'écosystème,WAZ_DASHBOARD_UP,WAZ_HEALTH_OK
WAZ_017B_AUTHMODE_CHECK,WEF_WAZ_BLD_AUTHMODECHECK,ELK_HOST,ALWAYS,WAZ_017B_AUTHMODE_CHECK.sh,Authentification (optionnel) : validation des parametres du mode choisi (KIBANA_AUTH_MODE),WAZ_HEALTH_OK,WAZ_AUTHMODE_VALID
WAZ_017C_AUTHCONFIG,WEF_WAZ_BLD_AUTHCONFIG,ELK_HOST,ALWAYS,WAZ_017C_AUTHCONFIG.sh,Authentification (optionnel) : regeneration complete config.yml + opensearch_dashboards.yml selon KIBANA_AUTH_MODE (internal/ldap/saml) - switch propre sans residu,WAZ_AUTHMODE_VALID,WAZ_AUTHCONFIG_OK
WAZ_017E_AUTHAPPLY,WEF_WAZ_RUN_AUTHAPPLY,ELK_HOST,ALWAYS,WAZ_017E_AUTHAPPLY.sh,Authentification (optionnel) : application du mode choisi (redemarrage des services),WAZ_AUTHCONFIG_OK,WAZ_AUTH_READY
WAZ_018_NET,WEF_WAZ_RUN_CRASHTESTNET,ELK_HOST,ALWAYS,WAZ_018_NET.sh,Crash Test Réseau : Rupture artificielle des flux réseau sortants,WAZ_AUTH_READY,WAZ_NET_ISOLATED
WAZ_019_FLOOD,WEF_WAZ_RUN_AGENTFLOOD,ELK_HOST,ALWAYS,WAZ_019_FLOOD.sh,Épreuve de Charge : Simulation d'un déluge massif d'événements,WAZ_NET_ISOLATED,WAZ_FLOOD_OK
WAZ_020_VERIFY,WEF_WAZ_RUN_INDEXVERIFY,ELK_HOST,ALWAYS,WAZ_020_VERIFY.sh,Contrôle Rétention : Vérification de la bonne inscription locale,WAZ_FLOOD_OK|WAZ_ALERTS_PIPELINE_OK,WAZ_INDEX_OK
WAZ_021_RECOVER,WEF_WAZ_BLD_RCVRNET,ELK_HOST,ALWAYS,WAZ_021_RECOVER.sh,Rétablissement Network : Levée des barrières réseau de test,WAZ_INDEX_OK,WAZ_NET_RESTORED
WAZ_022,WEF_WAZ_BLD_APIKEYGEN,ELK_HOST,ALWAYS,WAZ_022.sh,Génération de la valve d'accès : Création du token d'interconnexion,WAZ_NET_RESTORED,WAZ_API_KEY_OK
WAZ_023,WEF_WAZ_BLD_LOGINTGRT,ELK_HOST,ALWAYS,WAZ_023.sh,Aiguillage : Liaison locale de collecte vers le Logstash local,WAZ_API_KEY_OK,WAZ_LOGSTASH_LINK_OK
WAZ_024,WEF_WAZ_BLD_VALVCHK,ELK_HOST,ALWAYS,WAZ_024.sh,Contrôle d'étanchéité : Validation du flux inter-démons local,WAZ_LOGSTASH_LINK_OK,WAZ_VALVE_OK
WAZ_025,WEF_WAZ_BLD_RULEADDCUSTOM,ELK_HOST,ALWAYS,WAZ_025.sh,Adaptabilité : Injection de la politique de détection specifique usine,WAZ_VALVE_OK,WAZ_RULES_CUSTOM_OK
WAZ_026,WEF_WAZ_BLD_RULETESTER,ELK_HOST,ALWAYS,WAZ_026.sh,Validation Logique : Test de conformité des règles injectées,WAZ_RULES_CUSTOM_OK,WAZ_TEST_RULES_OK
WAZ_027,WEF_WAZ_RUN_CRASHTEST,ELK_HOST,ALWAYS,WAZ_027.sh,Simulation Sinistre : Arrêt brutal du manager par destruction de PID,WAZ_TEST_RULES_OK,WAZ_CRASHED
WAZ_028,WEF_WAZ_RUN_RCVPOLL,ELK_HOST,ALWAYS,WAZ_028.sh,Vérification Relance : Redémarrage et contrôle post-sinistre,WAZ_CRASHED,WAZ_RECOVERY_OK
WAZ_029,WEF_WAZ_BLD_LGRTTMGR,ELK_HOST,ALWAYS,WAZ_029.sh,Contrôle Traces : Alignement de la rotation des alertes et archives,WAZ_RECOVERY_OK,WAZ_ROTATE_MGR_OK
WAZ_030,WEF_WAZ_BLD_LGRTTIDX,ELK_HOST,ALWAYS,WAZ_030.sh,Contrôle Traces : Alignement des historiques système de la base,WAZ_ROTATE_MGR_OK,WAZ_ROTATE_IDX_OK
WAZ_031,WEF_WAZ_BLD_LGRTTDSH,ELK_HOST,ALWAYS,WAZ_031.sh,Contrôle Traces : Alignement de la rotation des logs d'accès de l'UI,WAZ_ROTATE_IDX_OK,WAZ_DISK_OK
WAZ_032,WEF_WAZ_BLD_IMMTBLBASE,ELK_HOST,ALWAYS,WAZ_032.sh,Sûreté : Verrouillage des fichiers d'exécution fondamentaux de sécurité,WAZ_DISK_OK,WAZ_BASE_IMMUTABLE
WAZ_033,WEF_WAZ_BLD_DAEMONLOCKED,ELK_HOST,ALWAYS,WAZ_033.sh,Fermeture Chantier : Figeage de la configuration globale de sécurité,WAZ_BASE_IMMUTABLE,WAZ_SERVICES_LOCKED
WAZ_034,WEF_WAZ_BLD_GTESOUVRN,ELK_HOST,ALWAYS,WAZ_034.sh,Vanne Maîtresse : Émission du signal d'étanchéité absolue de la sécurité,WAZ_SERVICES_LOCKED,WAZ_SECURITY_ONLINE
WAZ_035_KIBANA_TRIGGER,WEF_WAZ_RUN_TRGKIBANA,ELK_HOST,ALWAYS,WAZ_035_KIBANA_TRIGGER.sh,Vanne de déclenchement : lancement de la bascule complète vers Kibana (rejouable à la demande via bin/order_job.sh),WAZ_SECURITY_ONLINE,WAZ_KIBANA_TRIGGERED
WAZ_035A_PAUSE_DEP_JOBS,WEF_WAZ_BLD_PAUSEIDXJOBS,ELK_HOST,ALWAYS,WAZ_035A_PAUSE_DEP_JOBS.sh,Mise en veille : pause des jobs dépendants de wazuh-indexer pendant la bascule,WAZ_KIBANA_TRIGGERED,WAZ_DEP_JOBS_PAUSED
WAZ_035B_CUT_INDEXER_TO_ES,WEF_WAZ_RUN_CUTIDX2ES,ELK_HOST,ALWAYS,WAZ_035B_CUT_INDEXER_TO_ES.sh,Coupure réelle : transfert (coupé - non copié) de l'historique wazuh-indexer -> Elasticsearch,WAZ_DEP_JOBS_PAUSED,WAZ_INDEXER_DATA_CUT
WAZ_035C_REROUTE_PIPELINE_ES,WEF_WAZ_BLD_RRUTPIPES,ELK_HOST,ALWAYS,WAZ_035C_REROUTE_PIPELINE_ES.sh,Aiguillage : réécriture du pipeline Logstash vers Elasticsearch,WAZ_INDEXER_DATA_CUT,WAZ_PIPELINE_ELK_ACTIVE
WAZ_035D_STOP_WAZUI,WEF_WAZ_RUN_STOPWAZUI,ELK_HOST,ALWAYS,WAZ_035D_STOP_WAZUI.sh,Extinction : arrêt de wazuh-dashboard et wazuh-indexer (mode Kibana exclusif),WAZ_PIPELINE_ELK_ACTIVE,WAZ_WAZUI_STOPPED
WAZ_036_KIBANA_INDEX,WEF_WAZ_BLD_KBIDXNEW,ELK_HOST,ALWAYS,WAZ_036_KIBANA_INDEX.sh,Forage Kibana : Création et initialisation du Data View 'wazuh-alerts-*',WAZ_WAZUI_STOPPED,WAZ_INDEX_KIBANA_OK
WAZ_037_CONVERGENT_TEST,WEF_WAZ_RUN_INJECTCNVRGN,ELK_HOST,ALWAYS,WAZ_037_CONVERGENT_TEST.sh,Preuve Réelle Convergence : injecte une alerte réelle (règle canari 100101) et vérifie sa présence dans Elasticsearch,WAZ_INDEX_KIBANA_OK,WAZ_CONVERGENT_FLOW_OK
WAZ_038_KIBANA_VERIFY,WEF_WAZ_RUN_KBALIVE,ELK_HOST,ALWAYS,WAZ_038_KIBANA_VERIFY.sh,Contrôle Présence : Vérification de la vivacité de l'index usine,WAZ_CONVERGENT_FLOW_OK,WAZ_KIBANA_LOUD
WAZ_039_WAZUH_TRIGGER,WEF_WAZ_RUN_TRGWAZUH,ELK_HOST,ALWAYS,WAZ_039_WAZUH_TRIGGER.sh,Vanne de déclenchement : lancement du retour complet vers Wazuh Dashboard (rejouable à la demande via bin/order_job.sh),WAZ_KIBANA_LOUD,WAZ_WAZUH_TRIGGERED
WAZ_039A_START_WAZUI,WEF_WAZ_RUN_STARTWAZUI,ELK_HOST,ALWAYS,WAZ_039A_START_WAZUI.sh,Réallumage : redémarrage de wazuh-indexer puis wazuh-dashboard,WAZ_WAZUH_TRIGGERED,WAZ_WAZUI_STARTED
WAZ_039B_REROUTE_PIPELINE_INDEXER,WEF_WAZ_BLD_RRUTPIPIDX,ELK_HOST,ALWAYS,WAZ_039B_REROUTE_PIPELINE_INDEXER.sh,Aiguillage : réécriture du pipeline Logstash vers wazuh-indexer,WAZ_WAZUI_STARTED,WAZ_PIPELINE_INDEXER_ACTIVE
WAZ_039C_CUT_ES_TO_INDEXER,WEF_WAZ_RUN_CUTES2IDX,ELK_HOST,ALWAYS,WAZ_039C_CUT_ES_TO_INDEXER.sh,Coupure réelle inverse : transfert (coupé - non copié) de l'historique Elasticsearch -> wazuh-indexer,WAZ_PIPELINE_INDEXER_ACTIVE,WAZ_ES_DATA_CUT
WAZ_039D_RESUME_DEP_JOBS,WEF_WAZ_RUN_RESUMEIDXJOBS,ELK_HOST,ALWAYS,WAZ_039D_RESUME_DEP_JOBS.sh,Réveil : retrait de la pause des jobs dépendants et réactivation de la surveillance,WAZ_ES_DATA_CUT,WAZ_PIPELINE_SOUVERAIN_ACTIVE
WAZ_040_KIBANA_SILENT,WEF_WAZ_RUN_KBSILENT,ELK_HOST,ALWAYS,WAZ_040_KIBANA_SILENT.sh,Contrôle Étanchéité : injecte une nouvelle alerte réelle puis vérifie qu'elle part vers wazuh-indexer ET plus du tout vers Elasticsearch,WAZ_PIPELINE_SOUVERAIN_ACTIVE,WAZ_KIBANA_MUTED
WAZ_041_ALERT_CANARY,WEF_WAZ_RUN_ALERTCANARY,ELK_HOST,ALWAYS,WAZ_041_ALERT_CANARY.sh,Exploitation continue : test d'alerte synthétique quotidien (preuve de vie de bout en bout du pipeline),WAZ_PIPELINE_SOUVERAIN_ACTIVE,WAZ_ALERT_CANARY_OK
WAZ_042_INDEXER_UNLOCK,WEF_WAZ_RUN_IDXUNLOCK,ELK_HOST,ALWAYS,WAZ_042_INDEXER_UNLOCK.sh,Exploitation continue : lève les verrous lecture-seule (flood-stage) laissés par un épisode de disque plein,WAZ_INDXR_ADMINPW_OK,WAZ_IDXUNLOCK_OK
WAZ_043_DASHBOARD_FIELDS_REFRESH,WEF_WAZ_RUN_FIELDREFRESH,ELK_HOST,ALWAYS,WAZ_043_DASHBOARD_FIELDS_REFRESH.sh,Exploitation continue : purge le cache de champs périmé du Dashboard (rejouable à la demande - ex. panneaux MITRE en erreur),WAZ_INDXR_ADMINPW_OK,WAZ_FIELDREFRESH_OK
WAZ_044_VD_SAFE_RETRY,WEF_WAZ_RUN_VDRETRY,ELK_HOST,ALWAYS,WAZ_044_VD_SAFE_RETRY.sh,Exploitation continue : relance surveillée du module Vulnerability Detector (vérifie la marge disque avant de relancer),WAZ_MANAGER_UP,WAZ_VDRETRY_OK
WAZ_045A_SEED_INDEXER_DATA,WEF_WAZ_RUN_SEEDIDXDATA,ELK_HOST,ALWAYS,WAZ_045A_SEED_INDEXER_DATA.sh,[MANUEL UNIQUEMENT - bin/order_job.sh] Test de charge : chargement massif de données factices dans wazuh-indexer,WAZ_PURGE_MANUAL_GATE,WAZ_SEED_IDX_OK
WAZ_045B_SEED_ES_DATA,WEF_WAZ_RUN_SEEDESDATA,ELK_HOST,ALWAYS,WAZ_045B_SEED_ES_DATA.sh,[MANUEL UNIQUEMENT - bin/order_job.sh] Test de charge : chargement massif de données factices dans Elasticsearch,WAZ_PURGE_MANUAL_GATE,WAZ_SEED_ES_OK
